brand,model,year,price,mileage,fuel,location,color,source,crawl_date,url
Cũ,2019,2019,860000000,79000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2022,2022,719000000,52000,Xăng,Hải Phòng,Đen,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2023,2023,2879000000,32186,Xăng,Hà Nội,Đen,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2022,2022,1679000000,16000,Xăng,TP.HCM,Đen,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2024,2024,3800000000,1500,Xăng,Hà Nội,Đen,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2021,2021,475000000,65000,Xăng,Hà Nội,Đen,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2016,2016,769000000,100000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2024,2024,5580000000,30000,Xăng,Hà Nội,Nâu,bonbanh,2025-12-22,https://bonbanh.com/oto
Mới,2025,2025,808000000,0,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2013,2013,3500000000,46000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,https://bonbanh.com/oto
Mới,2025,2025,930000000,0,Dầu,Hà Nội,Đen,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2020,2020,480000000,80000,Dầu,Thái Nguyên,Trắng,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2021,2021,910000000,43000,Dầu,TP.HCM,Trắng,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2016,2016,1429000000,80000,Xăng,Hà Nội,Nâu,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2020,2020,363000000,55000,Xăng,Hà Nội,Nâu,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2025,2025,930000000,2000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2018,2018,3339000000,70000,Xăng,TP.HCM,Unknown,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2018,2018,1660000000,100000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2018,2018,565000000,86000,Dầu,Hà Nội,Trắng,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2017,2017,105000000,120000,Xăng,Hà Nội,Cam,bonbanh,2025-12-22,https://bonbanh.com/oto
Cũ,2025,2025,845000000,12000,Xăng,Khác,Đỏ,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2019,2019,685000000,87000,Xăng,Hà Nội,Bạc,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2019,2019,5700000000,50000,Xăng,Hà Nội,Vàng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2013,2013,1790000000,291000,Xăng,Hà Nội,Đen,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2024,2024,410000000,50000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2020,2020,450000000,80000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2009,2009,3850000000,54790,Xăng,TP.HCM,Xám,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2023,2023,2250000000,10000,Hybrid,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2018,2018,680000000,52000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2019,2019,455000000,42000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2024,2024,3439000000,9900,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2020,2020,779000000,56000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Mới,2025,2025,1267000000,0,Điện,TP.HCM,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Mới,2023,2023,1788000000,0,Xăng,TP.HCM,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2021,2021,819000000,21000,Xăng,Hải Phòng,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Mới,2025,2025,482000000,0,Điện,Hà Nội,Đen,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Mới,2025,2025,261000000,0,Điện,Hà Nội,Đen,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2020,2020,660000000,39000,Xăng,Hà Nội,Cam,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2024,2024,665000000,11000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2023,2023,5300000000,20000,Xăng,Hà Nội,Đen,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,2"
Cũ,2023,2023,478000000,12000,Điện,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,3"
Cũ,2021,2021,499000000,30000,Điện,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,3"
Cũ,2022,2022,399000000,42000,Xăng,Hà Nội,Xám,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,3"
Cũ,2024,2024,578000000,19000,Xăng,Hà Nội,Xanh,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,3"
Cũ,2022,2022,1135000000,40000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,3"
Cũ,2016,2016,445000000,80000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,3"
Cũ,2016,2016,558000000,129000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,3"
Cũ,2022,2022,9800000000,20000,Xăng,Hà Nội,Đen,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,3"
Mới,2025,2025,709000000,0,Xăng,TP.HCM,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,3"
Mới,2025,2025,3500000000,0,Điện,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2020,2020,468000000,72000,Xăng,Thái Nguyên,Đỏ,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2022,2022,455000000,58300,Xăng,Khác,Đen,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2023,2023,475000000,13000,Xăng,TP.HCM,Đen,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2017,2017,515000000,70000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2018,2018,620000000,97000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2021,2021,620000000,30000,Xăng,Bà Rịa,Xám,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2023,2023,468000000,61000,Xăng,Bình Dương,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2022,2022,595000000,56000,Xăng,Khác,Đỏ,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2022,2022,465000000,65000,Xăng,TP.HCM,Đen,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2024,2024,369000000,0,Điện,TP.HCM,Xanh,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2011,2011,475000000,89500,Xăng,TP.HCM,Vàng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2015,2015,2200000000,60000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2024,2024,636000000,6000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Mới,2025,2025,704000000,0,Điện,Hà Nội,Đỏ,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2025,2025,450000000,0,Điện,Hà Nội,Đỏ,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2024,2024,409000000,22400,Điện,Thanh Hóa,Vàng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,4"
Cũ,2009,2009,275000000,160000,Xăng,Hà Nội,Đen,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,5"
Cũ,2018,2018,945000000,60000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,5"
Cũ,2024,2024,398000000,21000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,5"
Cũ,2023,2023,1275000000,43000,Dầu,Hà Nội,Đen,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,5"
Mới,2025,2025,1320000000,0,Dầu,Hà Nội,Đỏ,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,5"
Cũ,2016,2016,5180000000,110000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-22,"https://bonbanh.com/oto/page,5"
