id,brand,model,year,price,mileage,fuel,location,color,color_group,source,url,crawl_date
62,Toyota,Innova,2023,585000000,104000,Điện,Lâm Đồng,Trắng,Trắng,chotot,https://www.chotot.com/129802637.htm,2026-01-09
63,Hyundai,Creta,2023,588000000,13000,Xăng,Hà Nội,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-hyundai-creta-ha-noi/2023-aidxc23399246,2026-01-09
64,Ford,Ranger,2023,600000000,67000,Dầu,Hà Nội,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-ford-ranger-ha-noi/ban-xe-chinh-chu-chua-va-cham-ngap-nuoc-gia-hop-ly-aidxc23399167,2026-01-09
65,Nissan,Kicks,2023,620000000,18000,Xăng,Hà Nội,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-nissan-kicks-ha-noi/e-power-v-sx2023-dang-ky-2024-chay-18-van-aidxc23386641,2026-01-09
66,Peugeot,Gt,2023,666000000,27000,Xăng,Hà Nội,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2023-6559287,2026-01-09
67,Mazda,6,2023,715000000,60000,Xăng,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-mazda-6-hcm/sport-the-thao-ca-tinh-aidxc23398605,2026-01-09
68,Vinfast,Vf 8,2023,720000000,35000,Điện,Tp.Hcm,Đen,Đen,chotot,https://www.chotot.com/130179629.htm,2026-01-09
69,Honda,Cr V,2023,980000000,16000,Xăng,Đồng Nai,Trắng,Trắng,chotot,https://www.chotot.com/130139332.htm,2026-01-09
70,Kia,Carnival,2023,1199000000,0,Dầu,Hà Nội,Đen,Đen,bonbanh,https://bonbanh.com/xe-kia-carnival-premium-2.2d-7s-2023-6351515,2026-01-09
71,Kia,Carnival,2023,1250000000,48000,Dầu,Hà Nội,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-kia-carnival-ha-noi/canival-22-signature-2023-may-dau-chay-48-van-sieu-dep-aidxc23398263,2026-01-09
72,Mercedes-Benz,C Class,2023,1639000000,6999,Xăng,Hà Nội,Đỏ,Đỏ,bonbanh,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2023-6518484,2026-01-09
73,Mini,Cooper,2023,1738000000,5000,Xăng,Tp.Hcm,Đen,Đen,bonbanh,https://bonbanh.com/xe-mini-cooper-countryman-s-2023-6609018,2026-01-09
74,Volkswagen,Teramont,2023,1788000000,0,Xăng,Bắc Ninh,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-volkswagen-teramont-2.0-at-2023-6428216,2026-01-09
75,Mercedes-Benz,Glc,2023,2259000000,27358,Xăng,Hà Nội,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-6577113,2026-01-09
76,Lexus,Nx,2023,2799000000,37000,Xăng,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-lexus-nx-350-hcm/bao-dau-bank-70-90-ib-zalo-tu-van-truc-tiep-247-aidxc23399840,2026-01-09
77,Porsche,Macan,2023,2950000000,24000,Xăng,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-porsche-macan-hcm/xe-nha-chay-moi-97-fulloption-mau-son-den-led-mam-20-po-4-ong-xa-ghe-14-loa-bose-sport-active-aidxc23387674,2026-01-09
78,Toyota,Land Cruiser,2023,2960000000,36000,Xăng,Hà Nội,Đỏ,Đỏ,otocomvn,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-prado-ha-noi/xe-full-lich-su-hang-bao-check-aidxc23389949,2026-01-09
79,Toyota,Land Cruiser,2023,2960000000,48000,Xăng,Hà Nội,Đỏ,Đỏ,otocomvn,https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-prado-ha-noi/xe-rong-rai-tien-loi-aidxc23398694,2026-01-09
80,Porsche,Macan,2023,3279000000,36000,Xăng,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-porsche-macan-hcm/bao-dau-bank-70-90-ib-zalo-tu-van-truc-tiep-247-aidxc23397327,2026-01-09
81,Bmw,7 Series,2023,4279000000,6399,Hybrid,Tp.Hcm,Đen,Đen,bonbanh,https://bonbanh.com/xe-bmw-7_series-735i-pure-excellence-2023-6613341,2026-01-09
82,Mercedes-Benz,S Class,2023,5099000000,30,Xăng,Tp.Hcm,Đen,Đen,bonbanh,https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-luxury-2023-6437078,2026-01-09
83,Hyundai,Grand I10,2022,265000000,60000,Xăng,Khác,Bạc,Bạc,otocomvn,https://oto.com.vn/mua-ban-xe-hyundai-grand-i10-phu-tho/hatback-chat-luong-khung-vo-cung-cap-xe-zin-100-aidxc23387341,2026-01-09
84,Kia,Soluto,2022,285000000,33000,Xăng,Hà Nội,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-kia-soluto-ha-noi/mau-trang-di-33-van-km-aidxc23398525,2026-01-09
85,Kia,Soluto,2022,355000000,50000,Xăng,Bắc Ninh,Đen,Đen,bonbanh,https://bonbanh.com/xe-kia-soluto-1.4-at-deluxe-2022-6528010,2026-01-09
86,Suzuki,Ertiga,2022,480000000,65000,Hybrid,Khác,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-suzuki-ertiga-hybrid-1.5-at-2022-6593352,2026-01-09
87,Vinfast,Lux,2022,515000000,60000,Xăng,Hà Nội,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-vinfast-lux-a20-ha-noi/lux-a-20-tieu-chuan-2022-sieu-dep-aidxc23387116,2026-01-09
88,Kia,Sonet,2022,518000000,67000,Xăng,Khác,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-kia-sonet-binh-dinh/full-lich-su-hang-aidxc23389690,2026-01-09
89,Hyundai,Elantra,2022,525000000,23000,Xăng,Bình Dương,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-hyundai-elantra-binh-duong/phap-ly-ca-nhan-aidxc23399640,2026-01-09
90,Mazda,3,2022,529000000,510000,Điện,Hà Nội,Đỏ,Đỏ,bonbanh,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-6586402,2026-01-09
91,Peugeot,Gt,2022,595000000,48000,Xăng,Hà Nội,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2022-6611684,2026-01-09
92,Mitsubishi,Triton,2022,615000000,71000,Dầu,Hà Nội,Đen,Đen,bonbanh,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x2-at-2022-6600367,2026-01-09
93,Other,Other,2022,615000000,40000,Điện,Hải Phòng,Đỏ,Đỏ,chotot,https://www.chotot.com/129961528.htm,2026-01-09
94,Ford,Ranger,2022,688000000,48000,Dầu,Hà Nội,Đen,Đen,bonbanh,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2022-6586628,2026-01-09
95,Mitsubishi,Triton,2022,705000000,57000,Dầu,Tp.Hcm,Đỏ,Đỏ,bonbanh,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x4-at-2022-6606238,2026-01-09
96,Ford,Ranger,2022,720000000,80000,Điện,Tp.Hcm,Trắng,Trắng,chotot,https://www.chotot.com/129901643.htm,2026-01-09
97,Mazda,Cx 5,2022,735000000,35000,Xăng,Khác,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2022-6561439,2026-01-09
98,Subaru,Forester,2022,738000000,46000,Xăng,Tp.Hcm,Trắng,Trắng,chotot,https://www.chotot.com/130180038.htm,2026-01-09
99,Honda,Civic,2022,764000000,25300,Xăng,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-honda-civic-hcm/form-the-thao-lai-suong-aidxc23399213,2026-01-09
100,Ford,Territory,2022,768000000,48000,Xăng,Hải Phòng,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2022-6542827,2026-01-09
101,Toyota,Camry,2022,1050000000,35000,Điện,Cần Thơ,Trắng,Trắng,chotot,https://www.chotot.com/130180094.htm,2026-01-09
102,Kia,Carnival,2022,1095000000,45000,Dầu,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-kia-carnival-hcm/8-cho-mau-do-man-xe-di-it-cuc-dep-aidxc23400008,2026-01-09
103,Kia,Carnival,2022,1155000000,30000,Dầu,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-kia-carnival-hcm/gia-tot-nhat-thi-truong-ho-tro-giao-xe-toan-quoc-aidxc23396936,2026-01-09
104,Kia,Carnival,2022,1165000000,50000,Dầu,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-kia-carnival-hcm/mau-trang-noi-that-nau-aidxc23396086,2026-01-09
105,Kia,Carnival,2022,1185000000,560000,Điện,Hà Nội,Trắng,Trắng,chotot,https://www.chotot.com/130179425.htm,2026-01-09
106,Kia,Carnival,2022,1195000000,60000,Dầu,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-kia-carnival-hcm/mpv-cao-cap-voi-dong-co-dau-manh-me-aidxc23399180,2026-01-09
107,Kia,Carnival,2022,1215000000,50000,Dầu,Tp.Hcm,Xanh,Xanh,otocomvn,https://oto.com.vn/mua-ban-xe-kia-carnival-hcm/xe-mau-xanh-noi-that-nau-aidxc23397010,2026-01-09
108,Kia,Carnival,2022,1279000000,40000,Dầu,Tp.Hcm,Xám,Xám,otocomvn,https://oto.com.vn/mua-ban-xe-kia-carnival-hcm/sang-trong-tien-nghi-aidxc23399881,2026-01-09
109,Mercedes-Benz,E200,2022,1590000000,30000,Điện,Hà Nội,Trắng,Trắng,chotot,https://www.chotot.com/130052918.htm,2026-01-09
110,Volkswagen,Teramont,2022,1679000000,16000,Xăng,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-volkswagen-teramont-hcm/nhap-my-16000-km-aidxc23392961,2026-01-09
111,Bmw,520I,2022,1738000000,22000,Xăng,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-bmw-520i-hcm/xe-the-thao-sang-trong-chat-choi-dinh-cao-aidxc23396264,2026-01-09
112,Mercedes-Benz,Glc,2022,1799000000,54000,Xăng,Tp.Hcm,Đen,Đen,bonbanh,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-coupe-2022-6456875,2026-01-09
113,Bmw,430I,2022,2480000000,2300,Xăng,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-bmw-430i-hcm/xe-nha-toan-trum-men-moi-9999-nhu-2025-moi-nhu-xe-trong-hang-su-dung-2300-aidxc23398790,2026-01-09
114,Porsche,Macan,2022,3179000000,21000,Xăng,Tp.Hcm,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-porsche-macan-hcm/bao-dau-bank-70-90-ib-zalo-tu-van-truc-tiep-247-aidxc23397325,2026-01-09
115,Suzuki,Super,2021,210000000,55000,Xăng,Hà Nội,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-suzuki-super-carry-pro-ha-noi/xe-dep-gia-tot-aidxc23397772,2026-01-09
116,Other,Other,2021,315000000,52000,Xăng,Cần Thơ,Trắng,Trắng,chotot,https://www.chotot.com/130074930.htm,2026-01-09
117,Other,Other,2021,325000000,2,Xăng,Kiên Giang,Đỏ,Đỏ,chotot,https://www.chotot.com/129461955.htm,2026-01-09
118,Kia,Morning,2021,339000000,62000,Xăng,Hải Dương,Đỏ,Đỏ,otocomvn,https://oto.com.vn/mua-ban-xe-kia-morning-hai-duong/xe-dep-odo-6v2-aidxc23398695,2026-01-09
119,Kia,K3,2021,479000000,56000,Xăng,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/130180004.htm,2026-01-09
120,Kia,Cerato,2021,490000000,70000,Xăng,Hà Nội,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2021-6595932,2026-01-09
121,Vinfast,Lux,2021,499000000,77000,Xăng,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/130139909.htm,2026-01-09
122,Vinfast,Lux A,2021,535000000,112000,Xăng,Hà Nội,Đỏ,Đỏ,bonbanh,https://bonbanh.com/xe-vinfast-lux_a_2.0-plus-2.0-at-2021-6603144,2026-01-09
123,Mazda,Cx 30,2021,585000000,58000,Xăng,Khác,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-mazda-cx-30-luxury-2.0-at-2021-6604832,2026-01-09
124,Mazda,Cx 30,2021,609000000,40000,Xăng,Hà Nội,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-mazda-cx-30-premium-2.0-at-2021-6564416,2026-01-09
125,Toyota,Corolla Cross,2021,640000000,40000,Xăng,Hà Nội,Cam,Khác,bonbanh,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2021-6565436,2026-01-09
126,Vinfast,Lux,2021,675000000,110000,Điện,Hà Nội,Đen,Đen,chotot,https://www.chotot.com/130179301.htm,2026-01-09
127,Toyota,Corolla Cross,2021,690000000,40000,Điện,Hà Nội,Nâu,Nâu,bonbanh,https://bonbanh.com/xe-toyota-corolla_cross-1.8hv-2021-6606816,2026-01-09
128,Kia,Sedona,2021,695000000,103800,Điện,Tp.Hcm,Đen,Đen,chotot,https://www.chotot.com/130169319.htm,2026-01-09
129,Ford,Ranger,2021,755000000,49000,Điện,Tp.Hcm,Đen,Đen,chotot,https://www.chotot.com/130179757.htm,2026-01-09
130,Kia,Sedona,2021,865000000,80000,Dầu,Tp.Hcm,Đỏ,Đỏ,otocomvn,https://oto.com.vn/mua-ban-xe-kia-sedona-hcm/xe-7-cho-tiet-kiem-nhien-lieu-aidxc23398275,2026-01-09
131,Toyota,Camry,2021,1060000000,60000,Xăng,Hà Nội,Đen,Đen,bonbanh,https://bonbanh.com/xe-toyota-camry-2.5q-2021-6563017,2026-01-09
132,Kia,Carnival,2021,1080000000,100000,Dầu,Khác,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-kia-carnival-premium-2.2d-2021-6563061,2026-01-09
133,Mercedes-Benz,Glc,2021,1229000000,49000,Xăng,Hà Nội,Be,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-ha-noi/xe-sang-trong-lich-su-chat-luong-cao-aidxc23398581,2026-01-09
134,Mercedes-Benz,Glc,2021,1560000000,30000,Xăng,Hà Nội,Đen,Đen,otocomvn,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-ha-noi/sx2021-mau-den-noi-that-kem-chay-hon-3-van-aidxc23376960,2026-01-09
135,Mercedes-Benz,Glc300,2021,1599000000,410000,Xăng,Hải Phòng,Trắng,Trắng,chotot,https://www.chotot.com/130133081.htm,2026-01-09
136,Toyota,Prado,2021,2388000000,90000,Xăng,Hà Nội,Đỏ,Đỏ,bonbanh,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-6592275,2026-01-09
137,Toyota,Prado,2021,2450000000,108000,Xăng,Hà Nội,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-6578679,2026-01-09
138,Audi,Q8,2021,2680000000,79000,Xăng,Hà Nội,Đen,Đen,bonbanh,https://bonbanh.com/xe-audi-q8-55-tfsi-s-line-quattro-2021-6492032,2026-01-09
139,Vinfast,Fadil,2020,290000000,68000,Xăng,Khác,Đỏ,Đỏ,bonbanh,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2020-6592605,2026-01-09
140,Other,Other,2020,325000000,80,Xăng,Tp.Hcm,Trắng,Trắng,chotot,https://www.chotot.com/130148507.htm,2026-01-09
141,Other,Other,2020,383000000,22,Điện,Hải Phòng,Đỏ,Đỏ,chotot,https://www.chotot.com/130022485.htm,2026-01-09
142,Mitsubishi,Xpander,2020,460000000,80,Xăng,Thanh Hóa,Trắng,Trắng,bonbanh,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-6596912,2026-01-09
143,Mitsubishi,Xpander Cross,2020,470000000,80000,Xăng,Hà Nội,Unknown,Khác,otocomvn,https://oto.com.vn/mua-ban-xe-mitsubishi-xpander-cross-ha-noi/2020-aidxc23399251,2026-01-09
144,Mazda,Bán,2020,485000000,78000,Xăng,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/130180284.htm,2026-01-09
