id,brand,model,year,price,mileage,fuel,location,color,color_group,source,url,crawl_date
1,Vinfast,Limo,2027,70000000,0,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/129487483.htm,2026-01-09
2,Vinfast,Vf 3,2027,262000000,0,Điện,Tp.Hcm,Trắng,Trắng,chotot,https://www.chotot.com/129878981.htm,2026-01-09
3,Vinfast,Phần,2027,262000000,12000,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/124760945.htm,2026-01-09
4,Vinfast,Vf 3,2027,264360000,160000,Điện,Hà Nội,Trắng,Trắng,chotot,https://www.chotot.com/129749335.htm,2026-01-09
5,Other,Other,2027,264360000,160000,Điện,Hà Nội,Đỏ,Đỏ,chotot,https://www.chotot.com/129922427.htm,2026-01-09
6,Vinfast,Vf 3,2027,267000000,0,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/128570281.htm,2026-01-09
7,Other,Other,2027,267000000,160000,Điện,Tp.Hcm,Trắng,Trắng,chotot,https://www.chotot.com/129911651.htm,2026-01-09
8,Vinfast,Vf 3,2027,267880000,160000,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/129479057.htm,2026-01-09
9,Vinfast,Vf 3,2027,270000000,0,Điện,Hà Nội,Đỏ,Đỏ,chotot,https://www.chotot.com/130060427.htm,2026-01-09
10,Vinfast,Vf 3,2027,270000000,5,Điện,Hà Nội,Đỏ,Đỏ,chotot,https://www.chotot.com/129764290.htm,2026-01-09
11,Other,Other,2027,271000000,0,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/129473257.htm,2026-01-09
12,Other,Other,2027,271060000,0,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/130161252.htm,2026-01-09
13,Other,Other,2027,275000000,160000,Điện,Hà Nội,Đỏ,Đỏ,chotot,https://www.chotot.com/127417139.htm,2026-01-09
14,Vinfast,Vf 3,2027,277540000,0,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/129875991.htm,2026-01-09
15,Other,Other,2027,280000000,12000,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/123293789.htm,2026-01-09
16,Other,Other,2027,280000000,160000,Điện,Tp.Hcm,Trắng,Trắng,chotot,https://www.chotot.com/116140612.htm,2026-01-09
17,Vinfast,Vf 3,2027,287000000,160000,Điện,Hà Nội,Trắng,Trắng,chotot,https://www.chotot.com/129852704.htm,2026-01-09
18,Other,Other,2027,287040000,160000,Điện,Tp.Hcm,Trắng,Trắng,chotot,https://www.chotot.com/124225747.htm,2026-01-09
19,Vinfast,Vf 3,2027,288000000,0,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/129903897.htm,2026-01-09
20,Other,Other,2027,299000000,0,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/129852392.htm,2026-01-09
21,Toyota,Innova,2027,365000000,160000,Xăng,Hà Nội,Đỏ,Đỏ,chotot,https://www.chotot.com/130083138.htm,2026-01-09
22,Other,Other,2027,450000000,970000,Xăng,Đà Nẵng,Đỏ,Đỏ,chotot,https://www.chotot.com/130154694.htm,2026-01-09
23,Vinfast,Vf 5,2027,457000000,0,Điện,Cần Thơ,Đỏ,Đỏ,chotot,https://www.chotot.com/129922370.htm,2026-01-09
24,Vinfast,Herio,2027,457040000,0,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/129511675.htm,2026-01-09
25,Vinfast,Vf 5,2027,462000000,160000,Điện,Tp.Hcm,Đen,Đen,chotot,https://www.chotot.com/130130293.htm,2026-01-09
26,Other,Other,2027,462000000,0,Điện,Hà Nội,Đỏ,Đỏ,chotot,https://www.chotot.com/129903326.htm,2026-01-09
27,Vinfast,Vf 5,2027,469970000,326,Điện,Hà Nội,Trắng,Trắng,chotot,https://www.chotot.com/129749326.htm,2026-01-09
28,Other,Other,2027,469970000,0,Điện,Hà Nội,Trắng,Trắng,chotot,https://www.chotot.com/129922505.htm,2026-01-09
29,Vinfast,Vf 5,2027,472000000,0,Điện,Tp.Hcm,Đen,Đen,chotot,https://www.chotot.com/128532847.htm,2026-01-09
30,Vinfast,Vf 5,2027,472260000,160000,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/129291119.htm,2026-01-09
31,Other,Other,2027,475000000,0,Điện,Tp.Hcm,Trắng,Trắng,chotot,https://www.chotot.com/129911836.htm,2026-01-09
32,Vinfast,Vf 5,2027,480000000,100000,Điện,Tp.Hcm,Đen,Đen,chotot,https://www.chotot.com/127812810.htm,2026-01-09
33,Vinfast,Vf 5,2027,485000000,0,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/129591595.htm,2026-01-09
34,Other,Other,2027,495000000,0,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/120262374.htm,2026-01-09
35,Other,Other,2027,495000000,160000,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/122890837.htm,2026-01-09
36,Vinfast,Vf 5,2027,495000000,326,Điện,Hà Nội,Đỏ,Đỏ,chotot,https://www.chotot.com/129853327.htm,2026-01-09
37,Vinfast,Vf 5,2027,495840000,160000,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/129566434.htm,2026-01-09
38,Vinfast,Quá,2027,496000000,160000,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/122764182.htm,2026-01-09
39,Vinfast,Vf 5,2027,507000000,0,Điện,Tp.Hcm,Trắng,Trắng,chotot,https://www.chotot.com/129930977.htm,2026-01-09
40,Vinfast,Vf 6,2027,620000000,0,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/129696020.htm,2026-01-09
41,Other,Other,2027,628000000,100000,Điện,Tp.Hcm,Đỏ,Đỏ,chotot,https://www.chotot.com/127812651.htm,2026-01-09
42,Other,Other,2027,632000000,0,Điện,Tp.Hcm,Trắng,Trắng,chotot,https://www.chotot.com/129576264.htm,2026-01-09
