listing_id,listing_url,brand,model,year,price,mileage_v2,fuel,carcolor_name,region_name,crawled_at,source
,https://www.chotot.com/mua-ban-o-to/129764243.htm,LONG,ANH,,1899000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129809336.htm,Kia,Morning,,180000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/128626374.htm,Ford,Everest,,1139000000,,2,,,,chotot
,https://www.chotot.com/mua-ban-o-to/125876748.htm,Suzuki,Swift,,400000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/125897693.htm,LandRover,Range,,1690000000,,2,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129143718.htm,KIA,SEDONA,,679000000,,2,,,,chotot
,https://www.chotot.com/mua-ban-o-to/128888893.htm,toyota,Vios,,485000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/128243294.htm,MERCEDES,GLC-250,,830000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129793839.htm,Toyota,Yaris,,280000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129750649.htm,Toyota,Camry,,889000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129738112.htm,Mazda,6,,718000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129840361.htm,✅FADIL,PREMIUM,,325000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129851728.htm,Nissan,Cefiro,,68000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129765082.htm,Toyota,Innova,,159000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/128961614.htm,BMW,SR3,,582000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129414979.htm,Jaguar,XF,,579000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129851379.htm,Mazda,3,,559000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129563049.htm,LONG,ANH,,1199000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129365582.htm,Một,Siêu,,395000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/127723915.htm,🔥VF7,xe,,76000000,,4,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129771473.htm,Hyundai,Tucson,,595000000,,2,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129102033.htm,Bán,ford,,359000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129771241.htm,Honda,City,,375000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129795330.htm,KIA,SEDONDA,,799000000,,2,,,,chotot
,https://www.chotot.com/mua-ban-o-to/127213379.htm,🔥VF3,xe,,34000000,,4,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129456364.htm,Siêu,Cọp,,375000000,,1,,,,chotot
,https://www.chotot.com/mua-ban-o-to/129722180.htm,Kia,Cerato,,228000000,,1,,,,chotot
