listing_id,listing_url,brand,model,year,price,mileage_v2,fuel,carcolor_name,region_name,crawled_at,source
130013619,https://www.chotot.com/mua-ban-o-to/130013619.htm,VinFast,Fadil,2020,289000000,57689,Xăng,,Thái Bình,2026-01-01 11:41:54,chotot
130006831,https://www.chotot.com/mua-ban-o-to/130006831.htm,Mitsubishi,Jolie,2002,58000000,12345,Xăng,,Thái Bình,2026-01-01 11:41:54,chotot
130020509,https://www.chotot.com/mua-ban-o-to/130020509.htm,VinFast,VF5,2024,419000000,44328,Hybrid,trắng,An Giang,2026-01-01 11:41:57,chotot
130021579,https://www.chotot.com/mua-ban-o-to/130021579.htm,Ford,Transit,2016,280000000,350000,Dầu,,Cần Thơ,2026-01-01 11:42:06,chotot
130005134,https://www.chotot.com/mua-ban-o-to/130005134.htm,VinFast,VFe34,2022,430000000,66000,Hybrid,,Cần Thơ,2026-01-01 11:42:06,chotot
130021421,https://www.chotot.com/mua-ban-o-to/130021421.htm,Toyota,Camry,2022,1220000000,23000,Xăng,đen cam,Cần Thơ,2026-01-01 11:42:06,chotot
129475779,https://www.chotot.com/mua-ban-o-to/129475779.htm,Kia,Soluto,2019,299000000,42000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130019714,https://www.chotot.com/mua-ban-o-to/130019714.htm,Suzuki,Ertiga,2017,275000000,100000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130019326,https://www.chotot.com/mua-ban-o-to/130019326.htm,Toyota,Corolla Altis,2022,679000000,36000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130018156,https://www.chotot.com/mua-ban-o-to/130018156.htm,Kia,Morning,2016,255000000,90000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
129520830,https://www.chotot.com/mua-ban-o-to/129520830.htm,Mitsubishi,Attrage,2020,345000000,16000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130016397,https://www.chotot.com/mua-ban-o-to/130016397.htm,Chevrolet,Captiva,2008,158000000,125000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130015901,https://www.chotot.com/mua-ban-o-to/130015901.htm,Toyota,Innova,2020,570000000,58000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130015831,https://www.chotot.com/mua-ban-o-to/130015831.htm,Toyota,Yaris Cross,2023,730000000,7000,Điện,xanh đen,Cần Thơ,2026-01-01 11:42:06,chotot
130012709,https://www.chotot.com/mua-ban-o-to/130012709.htm,Toyota,Yaris Cross,2023,730000000,7000,Điện,,Cần Thơ,2026-01-01 11:42:06,chotot
130012394,https://www.chotot.com/mua-ban-o-to/130012394.htm,Toyota,Yaris Cross,2023,730000000,7000,Điện,xanh đen,Cần Thơ,2026-01-01 11:42:06,chotot
130011480,https://www.chotot.com/mua-ban-o-to/130011480.htm,SYM,Dòng khác,2010,55000000,800000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130009988,https://www.chotot.com/mua-ban-o-to/130009988.htm,Mekong,Premio,2007,58000000,200000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130009112,https://www.chotot.com/mua-ban-o-to/130009112.htm,Toyota,Vios,2016,375000000,117000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130007877,https://www.chotot.com/mua-ban-o-to/130007877.htm,Mitsubishi,Attrage,2023,295000000,73001,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130007854,https://www.chotot.com/mua-ban-o-to/130007854.htm,Ssangyong,Musso,2004,68000000,150000,Xăng,đen,Cần Thơ,2026-01-01 11:42:06,chotot
130007848,https://www.chotot.com/mua-ban-o-to/130007848.htm,Hyundai,Terracan,2003,88000000,150000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130007561,https://www.chotot.com/mua-ban-o-to/130007561.htm,Mazda,626,1997,58000000,150000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
130007168,https://www.chotot.com/mua-ban-o-to/130007168.htm,Mazda,626,2001,79000000,150000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
126832337,https://www.chotot.com/mua-ban-o-to/126832337.htm,Toyota,Vios,2023,360000000,68000,Xăng,,Cần Thơ,2026-01-01 11:42:06,chotot
