listing_id,listing_url,brand,model,year,price,mileage_v2,fuel,carcolor_name,region_name,crawled_at,source
129979926,https://www.chotot.com/mua-ban-o-to/129979926.htm,Kia,K3,2023,578000000,16733,Xăng,,Trà Vinh,2025-12-29 21:59:20,chotot
129968047,https://www.chotot.com/mua-ban-o-to/129968047.htm,Kia,Morning,2017,185000000,70000,Xăng,trắng,Vĩnh Long,2025-12-29 21:59:23,chotot
129964207,https://www.chotot.com/mua-ban-o-to/129964207.htm,Toyota,Innova,2016,320000000,95000,Xăng,vàng,Vĩnh Long,2025-12-29 21:59:23,chotot
129959337,https://www.chotot.com/mua-ban-o-to/129959337.htm,Hyundai,Tiburon,2007,26800000,136000,Xăng,,Vĩnh Long,2025-12-29 21:59:23,chotot
129959065,https://www.chotot.com/mua-ban-o-to/129959065.htm,Kia,Sedona,2021,8630000,60,Dầu,trắng,Vĩnh Long,2025-12-29 21:59:23,chotot
129963447,https://www.chotot.com/mua-ban-o-to/129963447.htm,Hyundai,Grand i10,2014,138000000,11000,Xăng,bạc,Quảng Bình,2025-12-29 21:59:26,chotot
129977221,https://www.chotot.com/mua-ban-o-to/129977221.htm,Mazda,3,2016,360000000,109000,Xăng,,Quảng Trị,2025-12-29 21:59:29,chotot
129958503,https://www.chotot.com/mua-ban-o-to/129958503.htm,Chevrolet,Aveo,2015,195000000,87000,Xăng,bạc,Quảng Trị,2025-12-29 21:59:29,chotot
129974462,https://www.chotot.com/mua-ban-o-to/129974462.htm,Mitsubishi,Attrage,2020,245000000,79000,Xăng,,Thừa Thiên Huế,2025-12-29 21:59:32,chotot
129956394,https://www.chotot.com/mua-ban-o-to/129956394.htm,Mazda,CX 5,2015,445000000,99000,Xăng,,Thừa Thiên Huế,2025-12-29 21:59:32,chotot
129949262,https://www.chotot.com/mua-ban-o-to/129949262.htm,Hyundai,Grand i10,2022,352000000,23000,Xăng,đỏ,Thừa Thiên Huế,2025-12-29 21:59:32,chotot
129976711,https://www.chotot.com/mua-ban-o-to/129976711.htm,Audi,A1,2011,280000000,70,Xăng,,Bình Thuận,2025-12-29 21:59:35,chotot
129966876,https://www.chotot.com/mua-ban-o-to/129966876.htm,Kia,Sportage,2023,889000000,23000,Xăng,trắng,Bình Thuận,2025-12-29 21:59:35,chotot
129950101,https://www.chotot.com/mua-ban-o-to/129950101.htm,Hyundai,Elantra,2013,285000000,100000,Xăng,,Bình Thuận,2025-12-29 21:59:35,chotot
129957663,https://www.chotot.com/mua-ban-o-to/129957663.htm,Toyota,Camry,2002,195000000,150,Xăng,cam,Bình Định,2025-12-29 21:59:39,chotot
129953676,https://www.chotot.com/mua-ban-o-to/129953676.htm,Toyota,Innova,2007,165000000,25000,Xăng,bạc,Bình Định,2025-12-29 21:59:39,chotot
129948933,https://www.chotot.com/mua-ban-o-to/129948933.htm,Suzuki,XL 7,2022,450000000,51339,Xăng,đen,Khánh Hòa,2025-12-29 21:59:42,chotot
129959338,https://www.chotot.com/mua-ban-o-to/129959338.htm,Nissan,Livina,2011,115000000,30000,Xăng,xám,Hà Tĩnh,2025-12-29 21:59:55,chotot
129954871,https://www.chotot.com/mua-ban-o-to/129954871.htm,Toyota,Fortuner,2020,895000000,118568,Dầu,trắng,Hà Tĩnh,2025-12-29 21:59:55,chotot
129954648,https://www.chotot.com/mua-ban-o-to/129954648.htm,Subaru,Legacy,1997,63000000,234234,Xăng,xanh,Hà Tĩnh,2025-12-29 21:59:55,chotot
129953126,https://www.chotot.com/mua-ban-o-to/129953126.htm,Kia,Morning,2017,135000000,6868,Xăng,đỏ,Hà Tĩnh,2025-12-29 21:59:55,chotot
129977984,https://www.chotot.com/mua-ban-o-to/129977984.htm,Mazda,3,2019,445000000,54000,Xăng,,Nghệ An,2025-12-29 21:59:59,chotot
129977908,https://www.chotot.com/mua-ban-o-to/129977908.htm,Honda,City,2017,365000000,110000,Xăng,,Nghệ An,2025-12-29 21:59:59,chotot
129977872,https://www.chotot.com/mua-ban-o-to/129977872.htm,Ford,Everest,2011,290000000,160000,Xăng,,Nghệ An,2025-12-29 21:59:59,chotot
129973618,https://www.chotot.com/mua-ban-o-to/129973618.htm,Toyota,Corolla Altis,2013,345000000,120000,Xăng,đen,Nghệ An,2025-12-29 21:59:59,chotot
129969431,https://www.chotot.com/mua-ban-o-to/129969431.htm,Honda,City,2019,379000000,60000,Xăng,trắng,Nghệ An,2025-12-29 21:59:59,chotot
129969234,https://www.chotot.com/mua-ban-o-to/129969234.htm,Toyota,Veloz Cross,2022,490000000,70000,Xăng,đen,Nghệ An,2025-12-29 21:59:59,chotot
129963435,https://www.chotot.com/mua-ban-o-to/129963435.htm,Hyundai,Grand i10,2014,138000000,89000,Xăng,bạc,Nghệ An,2025-12-29 21:59:59,chotot
