brand,model,year,price,mileage,fuel,location,color,source,crawl_date,url
Maserati,Levante,2018,2199000000,40000,Điện,Hà Nội,Đen,bonbanh,2026-01-09,https://bonbanh.com/xe-maserati-levante-3.0-v6-2018-6491936
Hyundai,Accent,2019,278000000,100,Điện,Hải Dương,Bạc,bonbanh,2026-01-09,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2019-6593542
Ford,Ranger Raptor,2025,1299000000,0,Dầu,Hà Nội,Đen,bonbanh,2026-01-09,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2025-6563871
Mitsubishi,Pajero Sport,2024,1310000000,0,Dầu,Hà Nội,Bạc,bonbanh,2026-01-09,https://bonbanh.com/xe-mitsubishi-pajero-sport-3.0g-4x4-at-premium-2024-6347821
VinFast,Fadil,2020,290000000,68000,Xăng,Khác,Đỏ,bonbanh,2026-01-09,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2020-6592605
Ford,Ranger,2018,575000000,13000,Dầu,Khác,Vàng,bonbanh,2026-01-09,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2018-6524687
Volkswagen,Teramont,2023,1788000000,0,Xăng,Bắc Ninh,Trắng,bonbanh,2026-01-09,https://bonbanh.com/xe-volkswagen-teramont-2.0-at-2023-6428216
Mazda,2,2012,260000000,0,Xăng,Khác,Trắng,bonbanh,2026-01-09,https://bonbanh.com/xe-mazda-2-1.5-at-2012-6356278
Kia,Carnival,2023,1199000000,0,Dầu,Hà Nội,Đen,bonbanh,2026-01-09,https://bonbanh.com/xe-kia-carnival-premium-2.2d-7s-2023-6351515
Rolls-Royce,Wraith,2014,9500000000,30000,Xăng,Hà Nội,Trắng,bonbanh,2026-01-09,https://bonbanh.com/xe-rolls_royce-wraith-6.6-v12-2014-6580434
Nissan,Teana,2009,235000000,133000,Dầu,Khác,Đen,bonbanh,2026-01-09,https://bonbanh.com/xe-nissan-teana-2.5-at-250xv-2009-6614535
Mercedes-Benz,E Class,2010,305000000,0,Xăng,Hải Phòng,Trắng,bonbanh,2026-01-09,https://bonbanh.com/xe-mercedes_benz-e_class-e300-2010-6572479
Mazda,Cx 8,2020,760000000,45000,Xăng,Hà Nội,Xanh,bonbanh,2026-01-09,https://bonbanh.com/xe-mazda-cx8-luxury-2020-6611746
Toyota,Prado,2021,2388000000,90000,Xăng,Hà Nội,Đỏ,bonbanh,2026-01-09,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-6592275
Ford,Tourneo,2019,755000000,70000,Xăng,TP.HCM,Đen,bonbanh,2026-01-09,https://bonbanh.com/xe-ford-tourneo-limousine-titanium-2.0-at-2019-6614544
